repository,file_path,language,extension,loc,size_bytes
flask,examples/javascript/tests/test_js_example.py,Python,.py,22,727
flask,examples/javascript/tests/conftest.py,Python,.py,10,216
flask,src/flask/logging.py,Python,.py,55,2377
flask,src/flask/signals.py,Python,.py,14,750
flask,src/flask/sessions.py,Python,.py,310,14969
flask,src/flask/config.py,Python,.py,286,13219
flask,src/flask/templating.py,Python,.py,166,7336
flask,src/flask/globals.py,Python,.py,58,2414
flask,src/flask/__init__.py,Python,.py,39,2072
flask,src/flask/blueprints.py,Python,.py,102,4541
flask,src/flask/cli.py,Python,.py,899,36836
flask,src/flask/wrappers.py,Python,.py,194,9406
flask,src/flask/app.py,Python,.py,1328,65472
flask,src/flask/debughelpers.py,Python,.py,146,6070
flask,src/flask/ctx.py,Python,.py,404,18261
flask,src/flask/typing.py,Python,.py,77,3114
flask,src/flask/testing.py,Python,.py,237,10134
flask,src/flask/helpers.py,Python,.py,534,24628
flask,src/flask/__main__.py,Python,.py,2,30
flask,src/flask/views.py,Python,.py,146,6971
flask,src/flask/sansio/blueprints.py,Python,.py,572,27017
flask,src/flask/sansio/app.py,Python,.py,832,39495
flask,src/flask/sansio/scaffold.py,Python,.py,647,30633
flask,src/flask/json/provider.py,Python,.py,163,7644
flask,src/flask/json/__init__.py,Python,.py,122,5583
flask,src/flask/json/tag.py,Python,.py,236,9281
requests,setup.py,Python,.py,6,179
requests,tests/test_utils.py,Python,.py,875,31454
requests,tests/conftest.py,Python,.py,48,1934
requests,tests/test_structures.py,Python,.py,71,2757
requests,tests/test_packages.py,Python,.py,7,229
requests,tests/test_testserver.py,Python,.py,129,5547
requests,tests/compat.py,Python,.py,19,480
requests,tests/__init__.py,Python,.py,11,469
requests,tests/test_hooks.py,Python,.py,15,424
requests,tests/test_requests.py,Python,.py,2597,108534
requests,tests/utils.py,Python,.py,15,366
requests,tests/test_adapters.py,Python,.py,6,314
requests,tests/test_help.py,Python,.py,18,839
requests,tests/test_lowlevel.py,Python,.py,329,15343
requests,tests/testserver/server.py,Python,.py,144,5147
requests,tests/testserver/__init__.py,Python,.py,0,0
requests,docs/conf.py,Python,.py,291,12148
requests,docs/_themes/flask_theme_support.py,Python,.py,74,4875
requests,src/requests/cookies.py,Python,.py,503,21504
requests,src/requests/auth.py,Python,.py,283,12107
requests,src/requests/sessions.py,Python,.py,758,34072
requests,src/requests/_types.py,Python,.py,148,6041
requests,src/requests/hooks.py,Python,.py,35,1138
requests,src/requests/compat.py,Python,.py,94,2494
requests,src/requests/models.py,Python,.py,988,41462
requests,src/requests/certs.py,Python,.py,13,430
requests,src/requests/__init__.py,Python,.py,184,5637
requests,src/requests/status_codes.py,Python,.py,116,4351
requests,src/requests/packages.py,Python,.py,19,904
requests,src/requests/__version__.py,Python,.py,13,435
requests,src/requests/api.py,Python,.py,139,7152
requests,src/requests/_internal_utils.py,Python,.py,40,1542
requests,src/requests/utils.py,Python,.py,915,36061
requests,src/requests/exceptions.py,Python,.py,98,4564
requests,src/requests/structures.py,Python,.py,96,4134
requests,src/requests/help.py,Python,.py,110,4068
requests,src/requests/adapters.py,Python,.py,634,27992
pytest,bench/bench_argcomplete.py,Python,.py,16,631
pytest,bench/unit_test.py,Python,.py,13,291
pytest,bench/skip.py,Python,.py,7,166
pytest,bench/manyparam.py,Python,.py,9,205
pytest,bench/empty.py,Python,.py,3,98
pytest,bench/bench.py,Python,.py,12,383
pytest,bench/xunit.py,Python,.py,12,236
pytest,testing/test_legacypath.py,Python,.py,154,5869
pytest,testing/test_setuponly.py,Python,.py,273,8225
pytest,testing/test_assertrewrite.py,Python,.py,2054,78355
pytest,testing/test_subtests.py,Python,.py,940,34848
pytest,testing/conftest.py,Python,.py,195,8065
pytest,testing/test_collect_imported_tests.py,Python,.py,84,2889
pytest,testing/test_warnings.py,Python,.py,1010,39204
pytest,testing/test_mark.py,Python,.py,1317,45861
pytest,testing/test_faulthandler.py,Python,.py,187,6740
pytest,testing/test_recwarn.py,Python,.py,542,24695
pytest,testing/test_session.py,Python,.py,415,15535
pytest,testing/test_skipping.py,Python,.py,1397,45601
pytest,testing/test_python_path.py,Python,.py,103,4065
pytest,testing/test_pastebin.py,Python,.py,180,7105
pytest,testing/test_conftest.py,Python,.py,957,34932
pytest,testing/test_nodes.py,Python,.py,130,5404
pytest,testing/test_unittest.py,Python,.py,1481,51378
pytest,testing/test_scope.py,Python,.py,28,1382
pytest,testing/test_setupplan.py,Python,.py,103,3534
pytest,testing/typing_checks.py,Python,.py,54,1925
pytest,testing/test_collection.py,Python,.py,2466,94587
pytest,testing/test_terminal.py,Python,.py,3156,118988
pytest,testing/test_threadexception.py,Python,.py,210,7182
pytest,testing/typing_raises_group.py,Python,.py,176,8364
pytest,testing/test_error_diffs.py,Python,.py,284,8675
pytest,testing/test_reports.py,Python,.py,542,23666
pytest,testing/test_pluginmanager.py,Python,.py,505,21001
pytest,testing/test_runner.py,Python,.py,1091,40471
pytest,testing/test_monkeypatch.py,Python,.py,534,18934
pytest,testing/test_doctest.py,Python,.py,1635,55419
pytest,testing/test_compat.py,Python,.py,151,4949
pytest,testing/test_config.py,Python,.py,3120,121057
pytest,testing/test_capture.py,Python,.py,1549,55906
pytest,testing/test_parseopt.py,Python,.py,436,20298
pytest,testing/test_nodeid.py,Python,.py,143,6738
pytest,testing/test_link_resolve.py,Python,.py,70,2379
pytest,testing/test_entry_points.py,Python,.py,7,315
pytest,testing/test_helpconfig.py,Python,.py,167,6821
pytest,testing/test_debugging.py,Python,.py,1255,46590
pytest,testing/test_cacheprovider.py,Python,.py,1291,50026
pytest,testing/test_meta.py,Python,.py,26,793
pytest,testing/test_unraisableexception.py,Python,.py,433,16687
pytest,testing/test_findpaths.py,Python,.py,237,10314
pytest,testing/test_assertion.py,Python,.py,2730,101498
pytest,testing/test_warning_types.py,Python,.py,41,1508
pytest,testing/test_pytester.py,Python,.py,708,28203
pytest,testing/test_argcomplete.py,Python,.py,72,3235
pytest,testing/test_mark_expression.py,Python,.py,317,11738
pytest,testing/test_main.py,Python,.py,329,12797
pytest,testing/test_tmpdir.py,Python,.py,747,29950
pytest,testing/deprecated_test.py,Python,.py,301,12226
pytest,testing/test_stash.py,Python,.py,59,1876
pytest,testing/acceptance_test.py,Python,.py,1539,61200
pytest,testing/test_junitxml.py,Python,.py,1658,61790
pytest,testing/test_runner_xunit.py,Python,.py,241,7857
pytest,testing/test_stepwise.py,Python,.py,455,16450
pytest,testing/test_pathlib.py,Python,.py,1544,64148
pytest,testing/test_assertrewrite_coverage.py,Python,.py,1057,39694
pytest,testing/freeze/create_executable.py,Python,.py,11,463
pytest,testing/freeze/tox_run.py,Python,.py,13,424
pytest,testing/freeze/runtests_script.py,Python,.py,9,230
pytest,testing/freeze/tests/test_trivial.py,Python,.py,6,170
pytest,testing/python/approx.py,Python,.py,1497,66216
pytest,testing/python/show_fixtures_per_test.py,Python,.py,286,9629
pytest,testing/python/collect.py,Python,.py,1537,56417
pytest,testing/python/metafunc.py,Python,.py,2178,84975
pytest,testing/python/raises_group.py,Python,.py,1231,55895
pytest,testing/python/integration.py,Python,.py,394,14076
pytest,testing/python/raises.py,Python,.py,435,19250
pytest,testing/python/fixtures.py,Python,.py,5420,195194
pytest,testing/plugins_integration/pytest_mock_integration.py,Python,.py,4,112
pytest,testing/plugins_integration/pytest_rerunfailures_integration.py,Python,.py,9,304
pytest,testing/plugins_integration/pytest_twisted_integration.py,Python,.py,13,416
pytest,testing/plugins_integration/django_settings.py,Python,.py,2,61
pytest,testing/plugins_integration/simple_integration.py,Python,.py,8,186
pytest,testing/plugins_integration/pytest_trio_integration.py,Python,.py,7,158
pytest,testing/plugins_integration/bdd_wallet.py,Python,.py,27,681
pytest,testing/plugins_integration/pytest_asyncio_integration.py,Python,.py,7,167
pytest,testing/plugins_integration/pytest_anyio_integration.py,Python,.py,7,161
pytest,testing/io/test_saferepr.py,Python,.py,168,6131
pytest,testing/io/test_pprint.py,Python,.py,662,21006
pytest,testing/io/test_wcwidth.py,Python,.py,35,861
pytest,testing/io/test_terminalwriter.py,Python,.py,259,9875
pytest,testing/code/test_excinfo.py,Python,.py,1979,77215
pytest,testing/code/test_code.py,Python,.py,165,6033
pytest,testing/code/test_source.py,Python,.py,560,18321
pytest,testing/examples/test_issue519.py,Python,.py,6,239
pytest,testing/_py/test_local.py,Python,.py,1318,52632
pytest,testing/logging/test_fixture.py,Python,.py,425,18327
pytest,testing/logging/test_reporting.py,Python,.py,1333,48577
pytest,testing/logging/test_formatter.py,Python,.py,153,5407
pytest,testing/example_scripts/issue_519.py,Python,.py,38,1456
pytest,testing/example_scripts/__init__.py,Python,.py,0,0
pytest,testing/example_scripts/collect/package_infinite_recursion/conftest.py,Python,.py,4,125
pytest,testing/example_scripts/collect/package_infinite_recursion/tests/test_basic.py,Python,.py,4,85
pytest,testing/example_scripts/collect/package_infinite_recursion/tests/__init__.py,Python,.py,0,0
pytest,testing/example_scripts/collect/collect_init_tests/tests/__init__.py,Python,.py,4,90
pytest,testing/example_scripts/collect/collect_init_tests/tests/test_foo.py,Python,.py,4,89
pytest,testing/example_scripts/collect/package_init_given_as_arg/pkg/__init__.py,Python,.py,4,90
pytest,testing/example_scripts/collect/package_init_given_as_arg/pkg/test_foo.py,Python,.py,4,89
pytest,testing/example_scripts/unittest/test_unittest_asynctest.py,Python,.py,16,470
pytest,testing/example_scripts/unittest/test_setup_skip.py,Python,.py,11,343
pytest,testing/example_scripts/unittest/test_setup_skip_module.py,Python,.py,10,297
pytest,testing/example_scripts/unittest/test_setup_skip_class.py,Python,.py,12,369
pytest,testing/example_scripts/unittest/test_unittest_asyncio.py,Python,.py,17,630
pytest,testing/example_scripts/unittest/test_unittest_plain_async.py,Python,.py,6,163
pytest,testing/example_scripts/unittest/test_parametrized_fixture_error_message.py,Python,.py,11,285
pytest,testing/example_scripts/conftest_usageerror/conftest.py,Python,.py,7,223
pytest,testing/example_scripts/marks/marks_considered_keywords/conftest.py,Python,.py,0,0
pytest,testing/example_scripts/marks/marks_considered_keywords/test_marks_as_keywords.py,Python,.py,6,122
pytest,testing/example_scripts/config/collect_pytest_prefix/conftest.py,Python,.py,3,70
pytest,testing/example_scripts/config/collect_pytest_prefix/test_foo.py,Python,.py,4,89
pytest,testing/example_scripts/doctest/main_py/test_normal_module.py,Python,.py,8,137
pytest,testing/example_scripts/doctest/main_py/__main__.py,Python,.py,4,108
pytest,testing/example_scripts/issue88_initial_file_multinodes/conftest.py,Python,.py,11,387
pytest,testing/example_scripts/issue88_initial_file_multinodes/test_hello.py,Python,.py,4,91
pytest,testing/example_scripts/acceptance/fixture_mock_integration.py,Python,.py,12,359
pytest,testing/example_scripts/perf_examples/collect_stats/template_test.py,Python,.py,4,87
pytest,testing/example_scripts/perf_examples/collect_stats/generate_folders.py,Python,.py,23,919
pytest,testing/example_scripts/tmpdir/tmp_path_fixture.py,Python,.py,7,226
pytest,testing/example_scripts/fixtures/test_getfixturevalue_dynamic.py,Python,.py,14,321
pytest,testing/example_scripts/fixtures/test_fixture_named_request.py,Python,.py,8,142
pytest,testing/example_scripts/fixtures/fill_fixtures/test_extend_fixture_module_class.py,Python,.py,12,279
pytest,testing/example_scripts/fixtures/fill_fixtures/test_detect_recursive_dependency_error.py,Python,.py,11,198
pytest,testing/example_scripts/fixtures/fill_fixtures/test_funcarg_basic.py,Python,.py,11,242
pytest,testing/example_scripts/fixtures/fill_fixtures/test_funcarg_lookupfails.py,Python,.py,8,168
pytest,testing/example_scripts/fixtures/fill_fixtures/test_funcarg_lookup_modulelevel.py,Python,.py,11,319
pytest,testing/example_scripts/fixtures/fill_fixtures/test_funcarg_lookup_classlevel.py,Python,.py,9,254
pytest,testing/example_scripts/fixtures/fill_fixtures/test_extend_fixture_conftest_conftest/conftest.py,Python,.py,6,125
pytest,testing/example_scripts/fixtures/fill_fixtures/test_extend_fixture_conftest_conftest/pkg/conftest.py,Python,.py,6,131
pytest,testing/example_scripts/fixtures/fill_fixtures/test_extend_fixture_conftest_conftest/pkg/test_spam.py,Python,.py,4,115
pytest,testing/example_scripts/fixtures/fill_fixtures/test_extend_fixture_conftest_conftest/pkg/__init__.py,Python,.py,0,0
pytest,testing/example_scripts/fixtures/fill_fixtures/test_extend_fixture_conftest_module/conftest.py,Python,.py,6,125
pytest,testing/example_scripts/fixtures/fill_fixtures/test_extend_fixture_conftest_module/test_extend_fixture_conftest_module.py,Python,.py,8,184
pytest,testing/example_scripts/fixtures/fill_fixtures/test_conftest_funcargs_only_available_in_subdir/sub1/conftest.py,Python,.py,7,205
pytest,testing/example_scripts/fixtures/fill_fixtures/test_conftest_funcargs_only_available_in_subdir/sub1/__init__.py,Python,.py,0,0
pytest,testing/example_scripts/fixtures/fill_fixtures/test_conftest_funcargs_only_available_in_subdir/sub1/test_in_sub1.py,Python,.py,4,91
pytest,testing/example_scripts/fixtures/fill_fixtures/test_conftest_funcargs_only_available_in_subdir/sub2/conftest.py,Python,.py,8,246
pytest,testing/example_scripts/fixtures/fill_fixtures/test_conftest_funcargs_only_available_in_subdir/sub2/__init__.py,Python,.py,0,0
pytest,testing/example_scripts/fixtures/fill_fixtures/test_conftest_funcargs_only_available_in_subdir/sub2/test_in_sub2.py,Python,.py,4,91
pytest,testing/example_scripts/fixtures/custom_item/conftest.py,Python,.py,11,375
pytest,testing/example_scripts/fixtures/custom_item/foo/__init__.py,Python,.py,0,0
pytest,testing/example_scripts/fixtures/custom_item/foo/test_foo.py,Python,.py,4,85
pytest,testing/example_scripts/customdirectory/conftest.py,Python,.py,19,693
pytest,testing/example_scripts/customdirectory/tests/test_first.py,Python,.py,5,114
pytest,testing/example_scripts/customdirectory/tests/test_third.py,Python,.py,5,114
pytest,testing/example_scripts/customdirectory/tests/test_second.py,Python,.py,5,115
pytest,testing/example_scripts/warnings/test_group_warnings_by_message.py,Python,.py,14,333
pytest,testing/example_scripts/warnings/test_group_warnings_by_message_summary/test_1.py,Python,.py,14,335
pytest,testing/example_scripts/warnings/test_group_warnings_by_message_summary/test_2.py,Python,.py,5,119
pytest,testing/example_scripts/dataclasses/test_compare_recursive_dataclasses.py,Python,.py,35,614
pytest,testing/example_scripts/dataclasses/test_compare_two_different_dataclasses.py,Python,.py,15,518
pytest,testing/example_scripts/dataclasses/test_compare_dataclasses_with_custom_eq.py,Python,.py,13,425
pytest,testing/example_scripts/dataclasses/test_compare_dataclasses.py,Python,.py,11,339
pytest,testing/example_scripts/dataclasses/test_compare_dataclasses_field_comparison_off.py,Python,.py,11,382
pytest,testing/example_scripts/dataclasses/test_compare_initvar.py,Python,.py,10,260
pytest,testing/example_scripts/dataclasses/test_compare_dataclasses_verbose.py,Python,.py,11,347
pytest,extra/get_issues.py,Python,.py,71,2370
pytest,scripts/release.py,Python,.py,119,4969
pytest,scripts/generate-gh-release-notes.py,Python,.py,53,2155
pytest,scripts/update-plugin-list.py,Python,.py,187,7575
pytest,scripts/diff-assert-rewrite.py,Python,.py,133,5769
pytest,scripts/prepare-release-pr.py,Python,.py,140,4989
pytest,doc/en/conftest.py,Python,.py,2,66
pytest,doc/en/conf.py,Python,.py,273,11624
pytest,doc/en/example/conftest.py,Python,.py,2,87
pytest,doc/en/example/multipython.py,Python,.py,55,1958
pytest,doc/en/example/pythoncollection.py,Python,.py,10,236
pytest,doc/en/example/xfail_demo.py,Python,.py,24,485
pytest,doc/en/example/assertion/failure_demo.py,Python,.py,196,5721
pytest,doc/en/example/assertion/test_setup_flow_example.py,Python,.py,34,1289
pytest,doc/en/example/assertion/test_failures.py,Python,.py,11,464
pytest,doc/en/example/assertion/global_testmodule_config/conftest.py,Python,.py,11,366
pytest,doc/en/example/assertion/global_testmodule_config/test_hello_world.py,Python,.py,4,81
pytest,doc/en/example/nonpython/conftest.py,Python,.py,37,1549
pytest,doc/en/example/nonpython/__init__.py,Python,.py,0,0
pytest,doc/en/example/fixtures/test_fixtures_request_different_scope.py,Python,.py,20,514
pytest,doc/en/example/fixtures/test_fixtures_order_dependencies.py,Python,.py,28,584
pytest,doc/en/example/fixtures/test_fixtures_order_scope.py,Python,.py,23,646
pytest,doc/en/example/fixtures/test_fixtures_order_autouse.py,Python,.py,28,598
pytest,doc/en/example/fixtures/test_fixtures_order_autouse_temp_effects.py,Python,.py,24,639
pytest,doc/en/example/fixtures/test_fixtures_order_autouse_multiple_scopes.py,Python,.py,20,560
pytest,doc/en/example/customdirectory/conftest.py,Python,.py,24,1071
pytest,doc/en/example/customdirectory/tests/test_first.py,Python,.py,4,87
pytest,doc/en/example/customdirectory/tests/test_third.py,Python,.py,4,87
pytest,doc/en/example/customdirectory/tests/test_second.py,Python,.py,4,88
pytest,src/py.py,Python,.py,10,329
pytest,src/pytest/__init__.py,Python,.py,186,5801
pytest,src/pytest/__main__.py,Python,.py,5,175
pytest,src/_pytest/approx.py,Python,.py,948,44510
pytest,src/_pytest/skipping.py,Python,.py,271,10850
pytest,src/_pytest/logging.py,Python,.py,811,36228
pytest,src/_pytest/unittest.py,Python,.py,559,25100
pytest,src/_pytest/runner.py,Python,.py,497,20342
pytest,src/_pytest/helpconfig.py,Python,.py,250,9913
pytest,src/_pytest/pastebin.py,Python,.py,101,4281
pytest,src/_pytest/compat.py,Python,.py,255,10668
pytest,src/_pytest/terminal.py,Python,.py,1573,66205
pytest,src/_pytest/nodeid.py,Python,.py,95,4405
pytest,src/_pytest/tracemalloc.py,Python,.py,20,778
pytest,src/_pytest/warnings.py,Python,.py,100,3885
pytest,src/_pytest/pytester_assertions.py,Python,.py,65,2253
pytest,src/_pytest/deprecated.py,Python,.py,126,6251
pytest,src/_pytest/subtests.py,Python,.py,342,13536
pytest,src/_pytest/recwarn.py,Python,.py,308,13830
pytest,src/_pytest/tmpdir.py,Python,.py,300,13062
pytest,src/_pytest/__init__.py,Python,.py,10,391
pytest,src/_pytest/stash.py,Python,.py,79,3090
pytest,src/_pytest/debugging.py,Python,.py,330,13853
pytest,src/_pytest/_argcomplete.py,Python,.py,90,3776
pytest,src/_pytest/unraisableexception.py,Python,.py,152,6484
pytest,src/_pytest/capture.py,Python,.py,917,37552
pytest,src/_pytest/hookspec.py,Python,.py,896,42100
pytest,src/_pytest/timing.py,Python,.py,68,3196
pytest,src/_pytest/pytester.py,Python,.py,1501,63484
pytest,src/_pytest/faulthandler.py,Python,.py,92,4250
pytest,src/_pytest/outcomes.py,Python,.py,204,8799
pytest,src/_pytest/stepwise.py,Python,.py,185,8112
pytest,src/_pytest/junitxml.py,Python,.py,610,26644
pytest,src/_pytest/python.py,Python,.py,1615,71919
pytest,src/_pytest/reports.py,Python,.py,611,24348
pytest,src/_pytest/doctest.py,Python,.py,620,25930
pytest,src/_pytest/setuponly.py,Python,.py,80,3167
pytest,src/_pytest/raises.py,Python,.py,1286,59802
pytest,src/_pytest/nodes.py,Python,.py,640,27476
pytest,src/_pytest/threadexception.py,Python,.py,122,4892
pytest,src/_pytest/main.py,Python,.py,1077,44147
pytest,src/_pytest/monkeypatch.py,Python,.py,377,16778
pytest,src/_pytest/legacypath.py,Python,.py,352,16833
pytest,src/_pytest/setupplan.py,Python,.py,32,1184
pytest,src/_pytest/pathlib.py,Python,.py,905,39450
pytest,src/_pytest/scope.py,Python,.py,68,2736
pytest,src/_pytest/freeze_support.py,Python,.py,36,1300
pytest,src/_pytest/fixtures.py,Python,.py,2261,103019
pytest,src/_pytest/cacheprovider.py,Python,.py,553,23778
pytest,src/_pytest/warning_types.py,Python,.py,115,4463
pytest,src/_pytest/terminalprogress.py,Python,.py,24,1153
pytest,src/_pytest/config/__init__.py,Python,.py,2103,89879
pytest,src/_pytest/config/findpaths.py,Python,.py,417,18132
pytest,src/_pytest/config/exceptions.py,Python,.py,9,315
pytest,src/_pytest/config/argparsing.py,Python,.py,554,24462
pytest,src/_pytest/mark/__init__.py,Python,.py,250,10542
pytest,src/_pytest/mark/structures.py,Python,.py,588,25075
pytest,src/_pytest/mark/expression.py,Python,.py,290,11686
pytest,src/_pytest/_code/code.py,Python,.py,1414,60879
pytest,src/_pytest/_code/__init__.py,Python,.py,22,521
pytest,src/_pytest/_code/source.py,Python,.py,226,9287
pytest,src/_pytest/assertion/_compare_sequence.py,Python,.py,84,3596
pytest,src/_pytest/assertion/truncate.py,Python,.py,133,6164
pytest,src/_pytest/assertion/_typing.py,Python,.py,23,1153
pytest,src/_pytest/assertion/util.py,Python,.py,165,7010
pytest,src/_pytest/assertion/_compare_set.py,Python,.py,81,2667
pytest,src/_pytest/assertion/_compare_any.py,Python,.py,128,5250
pytest,src/_pytest/assertion/__init__.py,Python,.py,214,9343
pytest,src/_pytest/assertion/_compare_mapping.py,Python,.py,66,2726
pytest,src/_pytest/assertion/highlight.py,Python,.py,7,327
pytest,src/_pytest/assertion/_guards.py,Python,.py,39,1954
pytest,src/_pytest/assertion/rewrite.py,Python,.py,1060,49294
pytest,src/_pytest/assertion/compare_text.py,Python,.py,116,4542
pytest,src/_pytest/_io/wcwidth.py,Python,.py,43,1289
pytest,src/_pytest/_io/saferepr.py,Python,.py,126,4920
pytest,src/_pytest/_io/terminalwriter.py,Python,.py,219,8994
pytest,src/_pytest/_io/__init__.py,Python,.py,7,190
pytest,src/_pytest/_io/pprint.py,Python,.py,617,21409
pytest,src/_pytest/_py/error.py,Python,.py,97,3475
pytest,src/_pytest/_py/__init__.py,Python,.py,0,0
pytest,src/_pytest/_py/path.py,Python,.py,1271,49229
fastapi,tests/test_datastructures.py,Python,.py,49,1926
fastapi,tests/test_starlette_exception.py,Python,.py,183,8293
fastapi,tests/test_multi_body_errors.py,Python,.py,175,6875
fastapi,tests/test_security_http_digest_description.py,Python,.py,59,2538
fastapi,tests/test_json_type.py,Python,.py,43,1694
fastapi,tests/test_union_body_discriminator_annotated.py,Python,.py,185,8043
fastapi,tests/test_computed_fields.py,Python,.py,96,3852
fastapi,tests/test_security_oauth2.py,Python,.py,252,10042
fastapi,tests/test_openapi_schema_type.py,Python,.py,20,722
fastapi,tests/test_param_in_path_and_dependency.py,Python,.py,88,3648
fastapi,tests/test_security_http_basic_optional.py,Python,.py,62,2751
fastapi,tests/test_depends_hashable.py,Python,.py,18,596
fastapi,tests/test_response_model_invalid.py,Python,.py,29,1099
fastapi,tests/test_dependency_yield_scope.py,Python,.py,171,6837
fastapi,tests/test_multi_query_errors.py,Python,.py,111,4504
fastapi,tests/test_additional_responses_bad.py,Python,.py,32,1117
fastapi,tests/test_dependency_security_overrides.py,Python,.py,44,1431
fastapi,tests/test_response_change_status_code.py,Python,.py,15,589
fastapi,tests/test_include_route.py,Python,.py,14,496
fastapi,tests/test_forms_from_non_typing_sequences.py,Python,.py,31,1202
fastapi,tests/test_dependency_pep695.py,Python,.py,18,628
fastapi,tests/test_union_forms.py,Python,.py,143,5993
fastapi,tests/test_strict_content_type_app_level.py,Python,.py,27,1153
fastapi,tests/test_security_scopes_dont_propagate.py,Python,.py,28,973
fastapi,tests/test_schema_extra_examples.py,Python,.py,818,35532
fastapi,tests/test_default_response_class_router.py,Python,.py,141,5117
fastapi,tests/test_invalid_sequence_param.py,Python,.py,47,1545
fastapi,tests/forward_reference_type.py,Python,.py,5,196
fastapi,tests/test_custom_swagger_ui_redirect.py,Python,.py,26,1091
fastapi,tests/test_frontend.py,Python,.py,1051,42460
fastapi,tests/test_response_model_sub_types.py,Python,.py,143,5933
fastapi,tests/test_params_repr.py,Python,.py,58,2321
fastapi,tests/test_schema_ref_pydantic_v2.py,Python,.py,58,2164
fastapi,tests/test_security_openid_connect_description.py,Python,.py,64,2638
fastapi,tests/test_prepare_release.py,Python,.py,218,7400
fastapi,tests/test_inherited_custom_class.py,Python,.py,49,1797
fastapi,tests/test_union_inherited_body.py,Python,.py,127,5427
fastapi,tests/test_sse.py,Python,.py,361,15533
fastapi,tests/test_arbitrary_types.py,Python,.py,116,3886
fastapi,tests/test_response_model_as_return_annotation.py,Python,.py,959,51969
fastapi,tests/test_invalid_path_param.py,Python,.py,51,1666
fastapi,tests/test_schema_compat_pydantic_v2.py,Python,.py,108,4280
fastapi,tests/test_param_include_in_schema.py,Python,.py,227,8848
fastapi,tests/test_dependency_paramless.py,Python,.py,56,2370
fastapi,tests/test_custom_middleware_exception.py,Python,.py,72,2948
fastapi,tests/test_get_request_body.py,Python,.py,103,4311
fastapi,tests/test_dependency_wrapped.py,Python,.py,303,11487
